Gene Name
SMC6
WDR76
PSMD1
RAC1
SPOPL
SPOP
TNIK
TRIM38
TRIM62
TRIM64B
TRIM49C
PSMD11
PSMD2
RRM2
SUGT1
SIRT7
SPHK1
UCKL1
UBC
UBE2A
UBE2B
UBE2C
UNC119
UBE2F
UBE2H
UBE2K
UBE2S
UBE2T
UBE2U
UBE2W
UBE2Z
TXN
TCHP
TUBB
TRIM34
RABGEF1
RNF145
TGFB1I1
TRIM3
TULP4
USP15
UBE2E2
WDR5B
MYD88
OBI1
TRAF3
UFM1
UFL1
UBE2J2
VPS18
PSMB9
RNF10
RNF11
RLIM
TBC1D3F
SOCS5
TRIM10
USP33
BPY2; BPY2B; BPY2C
NRAS
RPL5
UBE2DNL
UBE2QL1
PAK2
RNF24
RNF26
POLR2A
RNF103
SCNN1B
SDHB
SMAD5
SIAH3
SMAD6
SMAD7
RNF121
SKI
SMAD2
SMG5
SLF2
SASS6
TCP1
TERT
CCT2
SNAI1
STX8
STING1
SUMO1
SPSB4
STAT1
TRIM28
PCNA
TP73
PIK3R1
PER1
RANBP2
PRAMEF6
PRDX6
PSME4
RALB
RC3H2
RHBDD2
RNF19B
RNF212
SMAD4
SIL1
SHARPIN
SIN3A
TANK
VLDLR
TBC1D3L
TNIP1
TRIM77
TNNI3
TMUB1
USP25
"NAB2"
PSMB7
HRAS
RAB40B
RB1
RAB40AL
RNF148
USP10
UBE2Q2
XRCC6
WSB1
CD40
UBE2G2
YPEL5
ORC3
PSMD13
TSG101
OS9
PLK4
PLRG1
PSMA6
UBE2D4
UBAC2
PSMD6
PSME2
RAD51
RANBP10
RIPK3
TRIM26
RHOA
RNF43
RNF6
TRAF1
TRAF6
TRIM16
TRIM73
SEL1L2
ATP6V0C
TRIM72
TRIM7
TRIM60
TSPAN17
XRCC5
RNF151
TBK1
MPL
TRIM2
TRIM6
TRIM50
TNKS2
TNFRSF14
TRIM49B
UBE2R2
USP36
USP44
PSMD7
TRIM59
TRIM49D1; TRIM49D2
TOPORS
UBE2J1
"NAE1"
VHLL
TRIM64
TOPBP1
HIVEP3
TRAF4
TRIM52
TRIM61
TRIM64C
TSC1
XPA
WDR61
TBL1XR1
TRIM15
UBE2L5
UBE2V1
UBXN1
SPART
SMARCA5
STAM
SUMO2
SUMO3
STXBP5L
TBL1X
TRIM55
USP1
ZSWIM6
ZNRF3
ZSWIM4
ZBED1
ZBTB16
TRIM63
TRIM43B
UBE2E1
TRIM74
UBE2M
TXNIP
ZBTB17
WASHC1
VPS35
TBC1D3B
TBC1D3D
TBL1Y
SOCS6
SGK3
LTBR
TRIM58
TRIB2
RCHY1
TNFAIP3
TRIB1
UBE2NL
UBE2G1
UBA7
USP9Y
TLR2
NGFR
TRIM44
TXNRD1
USP47
USP2
UBAC1
XRCC4
UBA1
USP9X
WNK1
PTTG1
PSMB10
PSMB5
PSMA2
UBASH3B
XBP1
ZAP70
ZFHX3
TRIM51
TSC2
UBL4A
ZNRF2
UBXN8
WDR26
XRCC1
WSB2
PSMD9
WNK4
UBE2E3
USP7
ZNRF4
ZSWIM5
TRIML1
WDFY3
ZYG11A
TRIB3
UBE2V2
VPS11
ZNF131
YAP1
ZFP91
ZDHHC6
ZNF675
YWHAE
ACTG1
CDC14B
CACUL1
ASB12
ASB6
ASB3
ASCC2
ARRB2
ARRDC5
CREB3L1
CREB3L2
CPEB3
AUP1
RBBP8
BAG1
BRSK2
TNFAIP1
CASP8
CASC3
DAXX
DCAF1
DCAF5
DCAF6
DCAF7
DCAF8
CCDC22
CCND2
CDC23
COPS3
EGFR
EPOR
EPS8
ANKRD9
CBX3
ASB7
ASCC1
AXIN1
AXIN2
CCP110
BRAP
BTBD1
BAX
BLK
BIRC3
BIRC2
EPHB2
PTK2
H2AX
KLHL13
KLF4
KLHL42
KLHL40
KLHL9
KCTD17
LRRC29
OR51B2
OTUB1
PACRG
PARP9
BSPRY
BMI1
AURKA
COMMD6
COPS5
BRCA2
HSPA5
BAG6
KCTD10
CALR
CAND2
COMMD8
CTBP1
DDX58
FBXO7
DCAF12L2
FHIT
DISC1
ERBB4
H2BU1
GLI1
GGN
GET4
IGF1R
CHUK
IKBKB
GABARAPL2
GABARAPL1
GABARAPL3
ISG15
BLZF1
AKT3
AGO2
ANAPC4
ANAPC7
AMBRA1
ASB4
CLDN8
COMMD3
ARNTL
BCL2L1
EGLN3
CTNNB1
DDA1
FBXO9
DCAF8L1
DSTN
DET1
DLG3
E4F1
ATM
BAP1
BAG5
BUB1
BCL10
BCL2L11
SLC25A5
CASR
APPBP2
ANAPC10
ANAPC1
ANAPC5
ANKRA2
ATF7
ASB1
ARRB1
ARRDC1
ATXN3L
C18orf25
COMMD7
BFAR
TMBIM6
CDK9
CDKN1A
CCND3
POLD1
POLD4
FBXO6
FBXO45
GPI
FOXO1
FOXP3
AKT2
BIRC5
AKT1
ARMC8
COPS2
CORO7
COMMD4
COPS6
COPS7A
COPS7B
COPS8
CSNK2A1
BRAF
BST2
BARD1
KCTD13
BIRC7
DIABLO
CCNB1
CDC20
ENC1
FLNB
FEZ1
DCAF16
FBXW8
DCAF11
ABI2
BRCC3
PPP2R5B
BAG2
BAG4
YWHAZ
AKAP8L
DERL3
CKS1B
CKS2
DDRGK1
DCAF17
DDB1
FEM1B
GRWD1
H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4-16
FBXO21
FBXO24
FBXO48
FBXL6
FBXL21P
FBXL20
FZD8
HSPA7
AMER1
AMN1
CEP68
CCND1
ARRDC4
ARRDC3
BRMS1
BCL2
CDC20B
CDK5RAP3
CRBN
COMMD2
EIF3F
FBH1
FEM1A
FEM1C
FBXO10
FBXO2
FBXO27
FBXO3
FBXO30
FBXL8
CXCR4
FBXW7
DCAF12
DCAF13
FBXL12
FBXL14
FBXL15
FBXL16
FBXL17
GAN
DTL
DTX1
ENO1
FLT3
FBXO22
FBXO38
FBXO44
FBXL4
FAF1
PTK2B
GLMN
CKB
H2AC6
H2AC14
H2AC20
HSPA9
APBB1
CDKN2A
ANAPC13
ANAPC15
CDKN1B
ASB18
ATXN3
AURKB
COMMD5
BIRC6
CAV3
CASP10
CCAR2
CHEK1
DEPDC5
DCUN1D4
DDX1
ELL2
ABTB1
ACLY
BTBD6
ACO1
TNK2
BABAM2
SFN
AGO1
ATG3
ASB17
ASB14
ASB16
ASB5
CASP6
CASP7
CASP9
CEBPA
CFTR
CRY1
COMMD10
COPS9
DCAF12L1
DYRK2
DTNBP1
GGA1
FBXL13
GABARAP
DRD4
EZH2
ACVR1B
ARHGEF11
ANAPC16
CBLL2
ASB13
ATF6
CAND1
CCDC50
CDC26
CEP131
COPS4
FOXF2
GID4
GFI1
AIMP2
ATF4
ASB11
ASB15
CEBPB
ERBB3
FBXW12
FBXW10
FBXO28
FBXO36
FBXO40
FBXO39
FBXO47
FBXO46
FBXW4
MAGED1
MAGED4; MAGED4B
MAGEE1
MAGEF1
KCNH2
PRKAR1A
MAVS
MAD2L1
LZTR1
MFN2
MKRN4P
CDCA3
C10orf90
CNOT4
DTX4
COMMD1
DMAC2
FBXO32
FBXO4
FBXO5
FBXL5
IRAK1
JAK1
JAK2
H2BC3
H2AC21
HIF1A
HDAC9
HLTF
JKAMP
MARCHF4
IMPDH2
MALT1
LYN
MFN1
MIB1
KLHDC1
CDC6
CDC42
CCNF
FBXO43
DNAJB2
DTX3L
FAM8A1
FAF2
FZD6
ICAM1
HAT1
PRKACB
CSNK1D
HDAC3
INSIG2
IRF3
IRF9
KLHL10
KLHL2
MAGEB2
MAGEB18
NOTCH1
NPLOC4
HGS
FBXL18
FZD4
HMGCR
H2BC1
H2BC18
LRR1
HSP90AB1
HTRA2
HSPA1A
LRP8
LRWD1
MDC1
MXD1
KRT14
MED10
MED12
METTL27
MED24
LAPTM5
LRRC41
CLU
GPS1
COMMD9
DCUN1D2
DCUN1D3
DCUN1D5
DDIT4
DCAF8L2
DNM1L
FBXO25
FBXO42
FBXO41
NCCRP1
FBXL3
FBXL2
FBXL7
FBXW2
MYLIP
MYO9A
NLRP12
PEF1
NKD2
NFKB2
BUB3
CDC16
DERL1
DERL2
CIAO1
CISH
CTR9
FLNA
DCUN1D1
FIS1
EPM2A
SQLE
FBXO16
HM13
MC1R
PER3
NHLRC4
AICDA
AIMP1
AGO3
AGO4
ASB10
ASB9
ASCC3
BIRC8
CAMLG
CENATAC
CBX4
CDK5
CHD3
DAPK1
DCAF15
FYN
FANCD2
KCTD11
LEO1
MTA1
NEDD8
FBXL19
GID8
IFIH1
IL10RA
GFI1B
IFNAR1
GPR37
MACROH2A1
INAVA
H2BC5
NOD1
NMI
NMNAT2
NDFIP1
NDFIP2
NEURL1B
NR1D1
MAPK15
NF2
MYC
CD86
CYTH1
CYLD
DNAJA1
FZD5
POLB
H2AC1
EPS15
EP300
HIPK2
H2BC13
H2AC4; H2AC8
H2AC7
GSK3B
KIT
KCTD5
PRKCA
KCTD6
H2AC11; H2AC13; H2AC15; H2AC16; H2AC17
AFF4
CASP3
ADRB2
APC
AP1G2
ANAPC2
ASB2
CHEK2
HSPD1
CDT1
CDC27
ELOC
ELOB
EIF3H
GLUL
GNL3L
ERCC8
FBXO17
FBXO15
GMCL2
H2BC4; H2BC6; H2BC7; H2BC8; H2BC10
H2BC15
H2AC18; H2AC19
H2BS1
MARCHF3
KPNA1
KCTD2
KLHL17
KLHL3
ERLEC1
H2BC17
H2BC12
H3C15; H3C14; H3C13
HSPA1L
HSPA8
NFKBIA
KLHL41
KLHL25
CAMK1
LAPTM4B
MC4R
IKBKG
MKLN1
MFHAS1
MED21
MAP1LC3B2
MED27
CDC25A
EGR2
FBXW9
EFNB2
HSP90B1
FBXO33
JUN
IREB2
ITGA2B
H2BC9
HBP1
PRKAR2A
KBTBD6
KBTBD7
KBTBD8
PRKAR2B
KBTBD13
KDM2A
KDM2B
PRKACA
LMO7
PGAM5
PIN1
PYHIN1
MCL1
MAGEC2
IKBKE
TRIM71
MAGEA3
ABCB1
MARVELD2
MAPK14
MED30
MED6
MED18
ZC3HC1
PLAG1
PKN1
POU5F1
PJA2
NSMCE3
PSMA4
HTT
HSP90AA1
JUNB
IRAK4
KLHDC2
PTPN14
PTPN22
PARK7
HINT1
HSPA1B
JDP2
MED1
KLHL21
KLHL36
LRPPRC
NLK
NFX1
MAGEL2
NEK6
NEURL2
NEURL4
MED31
NPTXR
N4BP1
INSIG1
KIAA1586
MED7
MED8
PSMB11
PSMA5
PSMB2
PSME1
PSMF1
PCGF3
PCM1
PATZ1
PAPPA
MSL1
NHLRC3
NDUFS2
NEMF
NFE2L2
PSMC5
PSMB1
NR1D2
NSMCE2
PSMB3
PSMA1
PSME3
HSPBP1
HSPA6
IRF2BP1
KLHL12
PCNP
PCK1
PA2G4
PDCD6
RANBP9
RNF113A
DCAF4
CARD9
CABIN1
CBS
CDK5R1
CDC73
ERCC6
GAPDH
KLHL15
LMBR1L
MSRB1
NOTCH2
IVNS1ABP
POLH
PSMC2
KDM4A
MAGI3
KLF8
KLHL20
RPS6KA5
MYO7A
PSMB6
PSMB8
PSMD12
RBM39
H2BC14
H2BC21
H2BC11
H2AC12
H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12
MAGEA2; MAGEA2B
MAP3K14
PCGF2
PCGF5
PCGF6
MYCN
RORA
RNF115
SMAD3
TBC1D3C
SOCS1
TOLLIP
TERF1
TRIM24
WRAP53
XPC
VCL
TRIM5
HDAC4
HDAC6
HSF1
IRF2BPL
MARCHF9
MAP4K1
IRF7
DIO2
IRS1
KCTD9
KLHDC10
KLHL11
KLHL18
MAP1LC3B
OBSL1
DBT
RPL37
PSMA8
RAB40A
RPA2
RSAD2
SENP6
RMND5A
SEM1
RNF112
SGK2
TRIM43
SLC12A3
SGTA
TBC1D3E
PARP1
PAF1
PSMC4
PSMA3
PSMD3
SRC
PLK1
PSMD8
KRAS
RC3H1
RNF215
RNF150
SNX9
SIRT2
TBC1D3K
SOCS4
SUMO4
STAT2
SPRTN
TRAF2
TRIM49
TPI1
USP19
UBE2L6
RFPL3
SLF1
RPS15
SEC31B
SMC5
TRIOBP
TRAF5
TRIM54
TRIP4
TRIM48
YOD1
PCBP2
SEC31A
SCNN1A
TCF3
SCNN1G
SEL1L
TUBA1B
STYX
VHL
TRIM27
SLC22A18
TARS1
SEC16A
TBC1D3
TBC1D3H
FATE1
EIF4E2
H2AW
MMS19
N4BP3
"NAB1"
PSMC1
PSMA7
HDAC1
HIF3A
RBCK1
IL17A
KLHDC3
KLF2
KLHL24
KCTD21
MYH9
MYOD1
NLRP4
PRR7
RAP2A
MAGEA6
MAD2L2
MED11
MEFV
RBM23
RBL2
RNF39
RIPK1
UBOX5
RNF38
SELENOS
RNF122
RNF175
SOD1
SMAD1
RPS20
SCN5A
RELA
TCEA1
TRPC4AP
TMEM270
PML
RPL11
PSMC3
PRKDC
RAG2
SOCS2
SUMO1P1
SPSB1
MOAP1
PSMD14
RAPSN
TGFBR1
VCP
THOC1
SAE1
UBA2
SAMHD1
SCRIB
TBC1D3G
SOCS7
NHLRC1
PCLAF
PI4K2A
PINK1
UQCRC1
PIAS4
PRR5L
PCGF1
TP63
PTPRN
RALA
RPS7
RTCB
RTF1
RTN4
SYT11
TIAM1
SELENOK
MAP1LC3C
MAP1LC3A
ORC5
PHF23
RNF144B
PSMC6
PSMB4
UBA52
BNIP1
SGK1
SQSTM1
